Name,Chemical Name (IAPUC),Chemical Formula,MW,SMILES
KZ-22,"2,3-ditetradecanamidopropyl 4-(dimethylamino)butanoate",C37H73N3O4,624.008,O=C(NCC(NC(CCCCCCCCCCCCC)=O)COC(CCCN(C)C)=O)CCCCCCCCCCCCC
KZ-23,"2,3-dipalmitamidopropyl (2-(dimethylamino)ethyl)carbamate",C40H80N4O4,681.104,O=C(NCC(NC(CCCCCCCCCCCCCCC)=O)COC(NCCN(C)C)=O)CCCCCCCCCCCCCCC
KZ-24,"3-(diethylamino)propyl (2,3-dipalmitamidopropyl) carbonate",C43H85N3O5,724.169,O=C(NCC(NC(CCCCCCCCCCCCCCC)=O)COC(OCCCN(CC)CC)=O)CCCCCCCCCCCCCCC
KZ-25,"2,3-dipalmitamidopropyl 4-(dimethylamino)butanoate",C41H81N3O4,680.116,O=C(NCC(NC(CCCCCCCCCCCCCCC)=O)COC(CCCN(C)C)=O)CCCCCCCCCCCCCCC
KZ-26,"1,3-didecanamidopropan-2-yl 4-(dimethylamino)butanoate",C29H57N3O4,511.792,O=C(CCCN(C)C)OC(CNC(CCCCCCCCC)=O)CNC(CCCCCCCCC)=O
KZ-27,"N,N'-(3-hydroxypropane-1,2-diyl)dioleamide",C39H74N2O3,619.032,O=C(CCCCCCC/C=C\CCCCCCCC)NCC(NC(CCCCCCC/C=C\CCCCCCCC)=O)CO
KZ-28,"2,3-dioleamidopropyl 4-(dimethylamino)butanoate",C45H85N3O4,732.192,O=C(CCCCCCC/C=C\CCCCCCCC)NCC(NC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCN(C)C)=O
3,"1,1',1'',1'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrakis(tridecan-1-ol)",C63H130N4O4,1007.76,OC(CCCCCCCCCCCC)N1CCCN(C(CCCCCCCCCCCC)O)CCN(C(CCCCCCCCCCCC)O)CCCN(C(O)CCCCCCCCCCCC)CCC1
8,"tetradodecyl 3,3',3'',3'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrapropionate",C71H138N4O8,1175.91,O=C(OCCCCCCCCCCCC)CCN1CCN(CCC(OCCCCCCCCCCCC)=O)CCCN(CCC(OCCCCCCCCCCCC)=O)CCCN(CCC(OCCCCCCCCCCCC)=O)CCC1
13,"1,1',1'',1''',1'''',1'''''-(1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7,10,13,16-hexayl)hexakis(tridecan-1-ol)",C90H186N6O6,1448.51,OC(CCCCCCCCCCCC)N1CCN(C(O)CCCCCCCCCCCC)CCN(C(O)CCCCCCCCCCCC)CCN(C(CCCCCCCCCCCC)O)CCN(C(O)CCCCCCCCCCCC)CCN(C(O)CCCCCCCCCCCC)CC1
43,"1,1'-((3-((4-(bis(1-hydroxytridecyl)amino)butyl)amino)propyl)azanediyl)bis(tridecan-1-ol)",C59H123N3O4,938.65,OC(CCCCCCCCCCCC)N(C(CCCCCCCCCCCC)O)CCCCNCCCN(C(O)CCCCCCCCCCCC)C(CCCCCCCCCCCC)O
48,"didodecyl 4,17-bis(3-(dodecyloxy)-3-oxopropyl)-4,8,13,17-tetraazaicosanedioate",C70H138N4O8,1163.89,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCNCCCCNCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O
53,"1,1'-((3-((4-(bis(1-hydroxytridecyl)amino)butyl)amino)propyl)azanediyl)bis(tridecan-1-ol)",C59H123N3O4,938.65,OC(CCCCCCCCCCCC)N(C(CCCCCCCCCCCC)O)CCCNCCCCN(C(O)CCCCCCCCCCCC)C(O)CCCCCCCCCCCC
58,"didodecyl 3,3'-((3-((4-(bis(3-(dodecyloxy)-3-oxopropyl)amino)butyl)amino)propyl)azanediyl)dipropionate",C67H131N3O8,1106.8,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCNCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O
108,"N1,N2-bis(2-(decyl(hydroxy)amino)ethyl)ethane-1,2-diamine",C26H58N4O2,458.78,ON(CCCCCCCCCC)CCNCCNCCN(CCCCCCCCCC)O
83,"14,23-bis(1-hydroxytridecyl)-14,17,20,23-tetraazahexatriacontane-13,24-diol",C58H122N4O4,939.64,OC(CCCCCCCCCCCC)N(C(O)CCCCCCCCCCCC)CCNCCNCCN(C(O)CCCCCCCCCCCC)C(CCCCCCCCCCCC)O
88,"didodecyl 4,13-bis(3-(dodecyloxy)-3-oxopropyl)-4,7,10,13-tetraazahexadecanedioate",C66H130N4O8,1107.79,O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCNCCNCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O
90,"N1,N16-didodecyl-4,13-bis(3-(dodecylamino)-3-oxopropyl)-4,7,10,13-tetraazahexadecanediamide",C66H134N8O4,1103.85,O=C(NCCCCCCCCCCCC)CCN(CCC(NCCCCCCCCCCCC)=O)CCNCCNCCN(CCC(NCCCCCCCCCCCC)=O)CCC(NCCCCCCCCCCCC)=O
91,"1,1',1'',1'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrakis(pentadecan-1-ol)",C71H146N4O4,1119.97,OC(CCCCCCCCCCCCCC)N1CCCN(C(CCCCCCCCCCCCCC)O)CCCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CCC1
92,"1,1',1'',1'''-(1,4,8,12-tetraazacyclopentadecane-1,4,8,12-tetrayl)tetrakis(undecan-1-ol)",C55H114N4O4,895.54,OC(CCCCCCCCCC)N1CCCN(C(CCCCCCCCCC)O)CCCN(C(CCCCCCCCCC)O)CCN(C(O)CCCCCCCCCC)CCC1
93,"1,1',1'',1''',1'''',1'''''-(1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7,10,13,16-hexayl)hexakis(pentadecan-1-ol)",C102H210N6O6,1616.84,OC(CCCCCCCCCCCCCC)N1CCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CCN(C(O)CCCCCCCCCCCCCC)CCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CC1
94,"1,1',1'',1''',1'''',1'''''-(1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7,10,13,16-hexayl)hexakis(undecan-1-ol)",C78H162N6O6,1280.19,OC(CCCCCCCCCC)N1CCN(C(O)CCCCCCCCCC)CCN(C(CCCCCCCCCC)O)CCN(C(O)CCCCCCCCCC)CCN(C(O)CCCCCCCCCC)CCN(C(CCCCCCCCCC)O)CC1
95,"1,1',1'',1'''-(1,4,7,10-tetraazacyclododecane-1,4,7,10-tetrayl)tetrakis(pentadecan-1-ol)",C68H140N4O4,1077.89,OC(CCCCCCCCCCCCCC)N1CCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CCN(C(O)CCCCCCCCCCCCCC)CC1
96,"1,1',1'',1'''-(1,4,7,10-tetraazacyclododecane-1,4,7,10-tetrayl)tetrakis(undecan-1-ol)",C52H108N4O4,853.46,OC(CCCCCCCCCC)N1CCN(C(O)CCCCCCCCCC)CCN(C(CCCCCCCCCC)O)CCN(C(O)CCCCCCCCCC)CC1
97,"1,1',1'',1'''-(1,4,8,11-tetraazacyclotetradecane-1,4,8,11-tetrayl)tetrakis(pentadecan-1-ol)",C70H144N4O4,1105.95,OC(CCCCCCCCCCCCCC)N1CCN(C(O)CCCCCCCCCCCCCC)CCCN(C(O)CCCCCCCCCCCCCC)CCN(C(CCCCCCCCCCCCCC)O)CCC1
98,"1,1',1'',1'''-(1,4,8,11-tetraazacyclotetradecane-1,4,8,11-tetrayl)tetrakis(undecan-1-ol)",C54H112N4O4,881.51,OC(CCCCCCCCCC)N1CCN(C(O)CCCCCCCCCC)CCCN(C(O)CCCCCCCCCC)CCN(C(CCCCCCCCCC)O)CCC1
99,"16,29-bis(1-hydroxypentadecyl)-16,20,25,29-tetraazatetratetracontane-15,30-diol",C70H146N4O4,1107.96,OC(CCCCCCCCCCCCCC)N(C(O)CCCCCCCCCCCCCC)CCCNCCCCNCCCN(C(CCCCCCCCCCCCCC)O)C(O)CCCCCCCCCCCCCC
100,"12,25-bis(1-hydroxyundecyl)-12,16,21,25-tetraazahexatriacontane-11,26-diol",C54H114N4O4,883.53,OC(CCCCCCCCCC)N(C(O)CCCCCCCCCC)CCCNCCCCNCCCN(C(CCCCCCCCCC)O)C(O)CCCCCCCCCC
101,"1,1'-((3-((4-(bis(1-hydroxypentadecyl)amino)butyl)amino)propyl)azanediyl)bis(pentadecan-1-ol)",C67H139N3O4,1050.87,OC(CCCCCCCCCCCCCC)N(C(O)CCCCCCCCCCCCCC)CCCNCCCCN(C(O)CCCCCCCCCCCCCC)C(CCCCCCCCCCCCCC)O
102,"1,1'-((3-((4-(bis(1-hydroxyundecyl)amino)butyl)amino)propyl)azanediyl)bis(undecan-1-ol)",C51H107N3O4,826.43,OC(CCCCCCCCCC)N(C(O)CCCCCCCCCC)CCCNCCCCN(C(O)CCCCCCCCCC)C(CCCCCCCCCC)O
18:1 (Δ9-Cis) PG,"2,3-dihydroxypropyl ((R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propyl) phosphate",C42H78O10P-,774.05,[H][C@@](COP([O-])(OCC(CO)O)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
oleic acid,oleic acid,C18H34O2,282.47,CCCCCCCC/C=C\CCCCCCCC(O)=O
DOPE,"2-ammonioethyl ((R)-2,3-bis(oleoyloxy)propyl) phosphate",C41H78NO8P,744.05,[H][C@@](COP(OCC[NH3+])([O-])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
DSPC,"(R)-2,3-bis(palmitoyloxy)propyl (2-(trimethylammonio)ethyl) phosphate",C40H80NO8P,734.05,[H][C@@](COP(OCC[N+](C)(C)C)([O-])=O)(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O
DOPC,(R)-3-(((Z)-octadec-9-en-1-yl)oxy)-2-(oleoyloxy)propyl (2-(trimethylammonio)ethyl) phosphate,C44H86NO7P,772.15,[H][C@@](COP(OCC[N+](C)(C)C)([O-])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)COCCCCCCCC/C=C\CCCCCCCC
18:1 Lyso PC,(R)-2-hydroxy-3-(oleoyloxy)propyl (2-(trimethylammonio)ethyl) phosphate, C26H52NO7P,521.68,[H][C@@](COP(OCC[N+](C)(C)C)([O-])=O)(O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 Lyso,(R)-2-ammonioethyl (2-hydroxy-3-(oleoyloxy)propyl) phosphate,C23H46NO7P,479.59,[H][C@@](COP(OCC[NH3+])([O-])=O)(O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 Monomethyl PE,"(R)-2,3-bis(oleoyloxy)propyl (2-(methylammonio)ethyl) phosphate", C42H80NO8P,758.07,[H][C@@](COP(OCC[N+]([H])(C)[H])([O-])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 Dimethyl PE,"(R)-2,3-bis(oleoyloxy)propyl (2-(dimethylammonio)ethyl) phosphate",C43H82NO8P,772.1,[H][C@@](COP(OCC[N+](C)(C)[H])([O-])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 CAP PE,"2-(6-ammoniohexanamido)ethyl ((R)-2,3-bis(oleoyloxy)propyl) phosphate",C47H89N2O9P,857.21,[H][C@@](COP(OCCNC(CCCCC[NH3+])=O)([O-])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 Phosphatidylmethanol,methyl ((R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propyl) phosphate,C40H74O8P-,714,[H][C@@](COP(C)(OC)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O.[O-].[Na+]
18:1 Phosphatidylethanol,ethyl ((R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propyl) phosphate, C41H76O8P-,728.03,[H][C@@](COP([O-])(OCC)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 Phosphatidylpropanol,(R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propyl propyl phosphate, C42H78O8P-,742.05,[H][C@@](COP([O-])(OCCC)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
Biotinyl PE,"(R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propyl (2-(5-((3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanamido)ethyl) phosphate",C51H91N3O10PS-,969.33,[H][C@@](COP([O-])(OCCNC(CCCC[C@]1([C@](NC2=O)([H])[C@](N2)([H])CS1)[H])=O)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 PA,(R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propyl hydrogen phosphate,C39H72O8P-,699.97,[H][C@@](COP([O-])(O[H])=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
18:1 PS(DOPS),(S)-2-ammonio-3-((((R)-2-(((Z)-octadec-11-enoyl)oxy)-3-(oleoyloxy)propoxy)oxidophosphoryl)oxy)propanoate,C42H77NO10P-,787.05,[H][C@@](COP([O-])(OC[C@]([H])([NH3+])C([O-])=O)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O
DOTAP,"N,N,N-trimethyl-3-(((Z)-octadec-9-en-1-yl)oxy)-2-(oleoyloxy)propan-1-aminium",C42H82NO3+,649.12,[H]C(COCCCCCCCC/C=C\CCCCCCCC)(OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C
18:0 DDAB,"N,N-dimethyl-N-octadecyloctadecan-1-aminium",C38H80N+,551.06,C[N+](CCCCCCCCCCCCCCCCCC)(C)CCCCCCCCCCCCCCCCCC
DOTMA,"N,N,N-trimethyl-2,3-bis(((Z)-octadec-9-en-1-yl)oxy)propan-1-aminium",C42H84NO2+,635.14,[H]C(COCCCCCCCC/C=C\CCCCCCCC)(OCCCCCCCC/C=C\CCCCCCCC)C[N+](C)(C)C
20a-OH,"(3S,8S,9S,10R,13S,14S,17S)-17-((R)-2-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H46O2,402.66,CC(CCC[C@@](C)(O)[C@@](CC[C@]1([C@](CC=C2C[C@@](O)(CC[C@]32C)[H])4[H])[H])([C@]1(CC[C@@]43[H])C)[H])C
25-OH,"(3S,8S,9S,10R,13R,14S,17R)-17-((R)-6-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol", C27H46O2,402.66,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=CC2)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCCC(C)(O)C
27-OH,"(3S,8S,9S,10R,13R,14S,17R)-17-((2R,6R)-7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H46O2,402.66,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=CC2)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCC[C@@H](C)CO
4B-OH cholesterol,"(3S,4R,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,4-diol",C27H46O2,402.66,[H][C@@]12[C@]([C@](CC[C@H](O)[C@@H]3O)(C)C3=CC2)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCCC(C)C
6-keto-5a-OH,"(3S,5R,8S,9S,10R,13R,14S,17R)-3,5-dihydroxy-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)hexadecahydro-6H-cyclopenta[a]phenanthren-6-one",C27H46O3,418.66,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)[C@@]3(O)C(C2)=O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCCC(C)C
7-keto,"(3S,8S,9S,10R,13R,14S,17R)-3-hydroxy-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-1,2,3,4,8,9,10,11,12,13,14,15,16,17-tetradecahydro-7H-cyclopenta[a]phenanthren-7-one",C27H44O2,400.65,C[C@]12CC[C@@]([C@](CC[C@H](O)C3)(C)C3=CC4=O)([H])[C@]4([H])[C@]1([H])CC[C@]2([H])[C@]([H])(C)CCCC(C)C
7A-OH cholesterol,"(3S,7S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol",C27H46O2,402.66,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=C[C@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCCC(C)C
7b-25-dihydroxy,"(3S,7R)-17-(6-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol",C27H46O3, 418.66,CC1(CC[C@H](O)C2)C2=C[C@H](O)C3C1CCC4(C)C3CCC4C(CCCC(C)(O)C)C
7B-OH cholesterol,"(3S,7R,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol", C27H46O2,402.66,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=C[C@@H]2O)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CCCC(C)C
beta-Sitosterol,"(8S,9S,10R,13R,14S,17R)-17-((2R,5R)-5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C29H50O,414.72,C[C@H](CC[C@@H](CC)C(C)C)[C@H]1CC[C@@]2([H])[C@]3([H])CC=C4CC(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
Campesterol,"(3S,8S,9S,10R,13R,14S,17R)-17-((2R,5R)-5,6-dimethylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C28H48O,400.69,C[C@]12CC[C@@]([C@](CC[C@H](O)C3)(C)C3=CC4)([H])[C@]4([H])[C@]1([H])CC[C@]2([H])[C@H](C)CC[C@@H](C)C(C)C
cholesterol,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol", C27H46O,386.66,CC(CCC[C@@H](C)[C@@](CC[C@]1([C@](CC=C2C[C@@](O)(CC[C@]32C)[H])4[H])[H])([C@]1(CC[C@@]43[H])C)[H])C
Cholesteryl Oleate,"(3S,10R,13R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl oleate",C45H78O2,651.12,C[C@]1(CC[C@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C2)C2=CCC3C1CC[C@@]4(C)C3CCC4[C@@H](CCCC(C)C)C
Cholesteryl Stearate,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl stearate",C45H80O2,653.13,CCCCCCCCCCCCCCCCCC(O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@]4([H])[C@]3([H])CC=C2C1)=O
Desmosterol,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylhept-5-en-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H44O,384.65,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=CC2)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CC/C=C(C)/C
DHEA,"(3S,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,10,11,12,13,14,15,16-tetradecahydro-17H-cyclopenta[a]phenanthren-17-one",C19H28O2,288.43,C[C@]12CC[C@@]([C@](CC[C@H](O)C3)(C)C3=CC4)([H])C4[C@]1([H])CCC2=O
Lanosterol,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylhept-5-en-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H44O,384.65,[H][C@@]12[C@]([C@](CC[C@H](O)C3)(C)C3=CC2)([H])CC[C@@]4(C)[C@@]1([H])CC[C@]4([H])[C@]([H])(C)CC/C=C(C)/C
Lathosterol,"(3S,5S,9R,10S,13R,14R,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,5,6,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C27H46O,386.66,[H][C@]12C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]1(C)[C@@H]([C@@H](CCCC(C)C)C)CC2
Pregnenolone,"1-((3S,8S,9S,10R,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethan-1-one",C21H32O2,316.49,O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H](C(C)=O)CC[C@@]4([H])[C@]3([H])CC=C2C1
Stigmasterol,"(3S,8S,9S,10R,13R,14S,17R)-17-((2R,5S,E)-5-ethyl-6-methylhept-3-en-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",C29H48O,412.7,O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)/C=C/[C@H](C(C)C)CC)CC[C@@]4([H])[C@]3([H])CC=C2C1
MH-01,acetate cholesterol,C29H48O2,428.7,C[C@H](CCCC(C)C)C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C
MH-02,methylether cholesterol,C28H48O,400.691,C[C@H](CCCC(C)C)C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](OC)CC[C@]4(C)[C@@]3([H])CC[C@@]21C
MH-06,cholesterol linoleate,C45H76O2,649.101,C[C@H](CCCC(C)C)C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C
MH-07,cholesterol linolenate,C45H74O2,647.09,C[C@H](CCCC(C)C)C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C
