Name,Chemical Name (IAPUC),Chemical Formula,MW,SMILES
79,,,,CC(C(N(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(CCN(CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)CCN(C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)C(O)(OCCCCCCCCCCCCCCCCCC)C(C)=C)(OCCCCCCCCCCCCCCCCCC)O)=C
80,,,,[OH]C([N](C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])C(C=C)([NH]CCCCCCCCCCCC)[OH])CC[N](C(C=C)([NH]CCCCCCCCCCCC)[OH])C(C=C)([NH]CCCCCCCCCCCC)[OH])([NH]CCCCCCCCCCCC)C=C
104,,,,OC(CN(CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CCN(CCN(CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CCN(CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CCN(CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCCCCCCCCC
106,,,,OC(CN(CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CCN(CCN(CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CCN(CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CCN(CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CCCCCCCCCC
7C1,,,,CCCCCCCCCCCCCC(O)CN(CC(O)CCCCCCCCCCCCC)CCN(CCN(CC(O)CCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCC)CCN(CCN(CC(O)CCCCCCCCCCCCC)CCN(CC(O)CCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCC)CCN(CCN(CC(O)CCCCCCCCCCCCC)CCN(CC(O)CCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCC)CCN(CC(O)CCCCCCCCCCCCC)CCN(CCN(CC(O)CCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCC)CCN(CC(O)CCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCC
HZ-102,,,,O=C(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[C@@H](N)CCSC
HZ-104,,,,O=C(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[C@@H](N)CCSC
HZ-374,,,,O=C(N[C@H]1COC(CCN(CCCCCCCCCCCC)CCCCCCCCCCCC)=O)[C@H](COC(CCN(CCCCCCCCCCCC)CCCCCCCCCCCC)=O)NC1=O
HZ-375,,,,O=C(N[C@H]1COC(CCN(CCCCCCCCCC)CCCCCCCCCC)=O)[C@H](COC(CCN(CCCCCCCCCC)CCCCCCCCCC)=O)NC1=O
HZ-376,,,,O=C(N[C@H]1COC(CCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCCCCC/C=C\C/C=C\CCCCC)=O)[C@H](COC(CCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCCCCC/C=C\C/C=C\CCCCC)=O)NC1=O
HZ-378,,,,O=C(N[C@H]1COC(CCN(CCCCCCCCCC/C=C\CCCC)CCCCCCCCCC/C=C\CCCC)=O)[C@H](COC(CCN(CCCCCCCCCC/C=C\CCCC)CCCCCCCCCC/C=C\CCCC)=O)NC1=O
HZ-379,,,,O=C(N[C@H]1COC(CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)=O)[C@H](COC(CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)=O)NC1=O
HZ-380,,,,O=C(N[C@H]1COC(CCCN(CCCCCCCCCC)CCCCCCCCCC)=O)[C@H](COC(CCCN(CCCCCCCCCC)CCCCCCCCCC)=O)NC1=O
HZ-381,,,,O=C(N[C@H]1COC(CCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCCCCC/C=C\C/C=C\CCCCC)=O)[C@H](COC(CCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCCCCC/C=C\C/C=C\CCCCC)=O)NC1=O
HZ-382,,,,O=C(N[C@H]1COC(CCCN(CCCCCCCCCC/C=C\CCCC)CCCCCCCCCC/C=C\CCCC)=O)[C@H](COC(CCCN(CCCCCCCCCC/C=C\CCCC)CCCCCCCCCC/C=C\CCCC)=O)NC1=O
KB-09,,,,O[C@@H](CCCCCCCCC)CN(C[C@H](CCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](O)CCCCCCCCC)CCN(C[C@H](O)CCCCCCCCC)C[C@H](CCCCCCCCC)O)CC1
KB-10,,,,O[C@@H](CCCCCCCCCC)CN(C[C@H](CCCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](O)CCCCCCCCCC)CCN(C[C@H](O)CCCCCCCCCC)C[C@H](CCCCCCCCCC)O)CC1
KB-108,,,,O[C@@H](CCCCCCCCCC)CN(C[C@H](CCCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](O)CCCCCCCCCC)CCN(C[C@H](O)CCCCCCCCCC)C[C@H](CCCCCCCCCC)O)CC1
KB-109,,,,O[C@@H](CCCCCCCCCCCCC)CN(C[C@H](CCCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](O)CCCCCCCCCCCCC)CCN(C[C@H](O)CCCCCCCCCCCCC)C[C@H](CCCCCCCCCCCCC)O)CC1
KB-11,,,,O[C@@H](CCCCCCCCCCCC)CN(C[C@H](CCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@H](CCCCCCCCCCCC)O)CCN(C[C@H](O)CCCCCCCCCCCC)C[C@H](CCCCCCCCCCCC)O)CC1
KB-110,,,,O[C@H](CCCCCCCCCC)CN(C[C@@H](CCCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](CCCCCCCCCC)O)CCN(C[C@@H](O)CCCCCCCCCC)C[C@@H](CCCCCCCCCC)O)CC1
KB-111,,,,O[C@H](CCCCCCCCCCCCC)CN(C[C@@H](CCCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@H](O)CCCCCCCCCCCCC)CCN(C[C@@H](O)CCCCCCCCCCCCC)C[C@@H](CCCCCCCCCCCCC)O)CC1
KB-112,,,,O[C@@H](CCCCCCCCC)CN(C[C@H](CCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](O)CCCCCCCCC)CCN(C[C@H](O)CCCCCCCCC)C[C@H](CCCCCCCCC)O)CC1
KB-113,,,,O[C@H](CCCCCCCCC)CN(C[C@@H](CCCCCCCCC)O)CCN1CCN(CCN(C[C@H](O)CCCCCCCCC)CCN(C[C@@H](O)CCCCCCCCC)C[C@@H](CCCCCCCCC)O)CC1
KB-114,,,,O[C@@H](CCCCCCCCCCCC)CN(C[C@H](CCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@H](CCCCCCCCCCCC)O)CCN(C[C@H](O)CCCCCCCCCCCC)C[C@H](CCCCCCCCCCCC)O)CC1
KB-115,,,,O[C@H](CCCCCCCCCCCC)CN(C[C@@H](CCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@H](O)CCCCCCCCCCCC)CCN(C[C@@H](O)CCCCCCCCCCCC)C[C@@H](CCCCCCCCCCCC)O)CC1
KB-12,,,,O[C@@H](CCCCCCCCCCCCC)CN(C[C@H](CCCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](O)CCCCCCCCCCCCC)CCN(C[C@H](O)CCCCCCCCCCCCC)C[C@H](CCCCCCCCCCCCC)O)CC1
KB-13,,,,O[C@H](CCCCCCCCC)CN(C[C@@H](CCCCCCCCC)O)CCN1CCN(CCN(C[C@H](O)CCCCCCCCC)CCN(C[C@@H](O)CCCCCCCCC)C[C@@H](CCCCCCCCC)O)CC1
KB-14,,,,O[C@H](CCCCCCCCCC)CN(C[C@@H](CCCCCCCCCC)O)CCN1CCN(CCN(C[C@@H](CCCCCCCCCC)O)CCN(C[C@@H](O)CCCCCCCCCC)C[C@@H](CCCCCCCCCC)O)CC1
KB-15,,,,O[C@H](CCCCCCCCCCCC)CN(C[C@@H](CCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@H](O)CCCCCCCCCCCC)CCN(C[C@@H](O)CCCCCCCCCCCC)C[C@@H](CCCCCCCCCCCC)O)CC1
KB-16,,,,O[C@H](CCCCCCCCCCCCC)CN(C[C@@H](CCCCCCCCCCCCC)O)CCN1CCN(CCN(C[C@H](O)CCCCCCCCCCCCC)CCN(C[C@@H](O)CCCCCCCCCCCCC)C[C@@H](CCCCCCCCCCCCC)O)CC1
KC-32,,,,O=C1N[C@H](CCC(NCCN(CCCCCCCCCCCCC)CCCCCCCCCCCCC)=O)C(N[C@@H]1CCC(NCCN(CCCCCCCCCCCCC)CCCCCCCCCCCCC)=O)=O
KC-34,,,,O=C1N[C@H](CCC(NCCN(CCCCCCCCC)CCCCCCCCC)=O)C(N[C@@H]1CCC(NCCN(CCCCCCCCC)CCCCCCCCC)=O)=O
KC-35,,,,O=C1N[C@H](CCC(NCCN(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC)=O)C(N[C@@H]1CCC(NCCN(CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC)=O)=O
KC-36,,,,O=C1N[C@H](CCC(NCCCN(CCCCCCCCCCC)CCCCCCCCCCC)=O)C(N[C@@H]1CCC(NCCCN(CCCCCCCCCCC)CCCCCCCCCCC)=O)=O
KC-37,,,,O=C1N[C@H](CCC(NCCCN(CCCCCCCCC)CCCCCCCCC)=O)C(N[C@@H]1CCC(NCCCN(CCCCCCCCC)CCCCCCCCC)=O)=O
KC-38,,,,O=C1N[C@H](CCC(NCCCN(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=O)C(N[C@@H]1CCC(NCCCN(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=O)=O
KC-39,,,,O=C1N[C@H](CCC(NCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=O)C(N[C@@H]1CCC(NCCCN(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=O)=O
KC-41,,,,O=C1N[C@H](CCC(NCCN(CCCCCCCCCCC)CCCCCCCCCCC)=O)C(N[C@@H]1CCC(NCCN(CCCCCCCCCCC)CCCCCCCCCCC)=O)=O
KC-58,,,,O=C(C1CCC(C(NCCN(CCCCCCCCCCCCC)CCCCCCCCCCCCC)=O)CC1)NCCN(CCCCCCCCCCCCC)CCCCCCCCCCCCC
KC-59,,,,O=C(C1CCC(C(NCCN(CCCCCCCCC)CCCCCCCCC)=O)CC1)NCCN(CCCCCCCCC)CCCCCCCCC
KC-60,,,,O=C(C1CCC(C(NCCN(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=O)CC1)NCCN(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC
KC-61,,,,O=C(C1CCC(C(NCCN(CCCCCCCCCCC)CCCCCCCCCCC)=O)CC1)NCCN(CCCCCCCCCCC)CCCCCCCCCCC
KC-62,,,,O=C(C1CCC(C(NCCCN(CCCCCCCCC)CCCCCCCCC)=O)CC1)NCCCN(CCCCCCCCC)CCCCCCCCC
KC-63,,,,O=C(C1CCC(C(NCCCN(CCCCCCCCCCC)CCCCCCCCCCC)=O)CC1)NCCCN(CCCCCCCCCCC)CCCCCCCCCCC
DDAB,,,,CCCCCCCCCCCC[N+]CCCCCCCCCCCC.C
GL67,,,,CC(CCC[C@@H](C)[C@@H](CCC1C2CC=C3C[C@H](CC4)OC(N(CCC[NH3+])CCCC[NH2+]CCC[NH3+])=O)[C@]1(CCC2[C@]34C)C)C
18:1 EPC,,,,O=P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)OCC.[Cl-]
18:1 Lyso PE,,,,O[C@](COP([O-])(OCC[NH3+])=O)([H])COC(CCCCCCC/C=C\CCCCCCCC)=O
DMGPEG2000,,,,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOC
DSGPEG2000,,,,O=C(CCCCCCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCCCCCC)=O)COCCOCCOC
cKK-E12,,,,O=C(NC1CCCCN(CC(CCCCCCCCCC)O)CC(O)CCCCCCCCCC)C(CCCCN(CC(O)CCCCCCCCCC)CC(CCCCCCCCCC)O)NC1=O
cKK-E15,,,,O=C(NC1CCCCN(CC(CCCCCCCCCCCCC)O)CC(O)CCCCCCCCCCCCC)C(CCCCN(CC(O)CCCCCCCCCCCCC)CC(CCCCCCCCCCCCC)O)NC1=O
SM-102,,,,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O
ALC-0315,,,,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O
DMG-PEG,,,,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC
ALC-0159,,,,COCCOCC(N(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=O